gene	Example
SLC37A3	218.771
SLC37A4	21
SLC38A1	2312
SLC38A10	100
SLC38A11	0
SLC38A2	1489.001
SLC38A2-AS1	0
SLC38A3	21.001
SLC38A4	14
SLC38A4-AS1	11
SLC38A5	0
SLC38A6	13.128
SLC38A7	41
SLC38A8	0
SLC38A9	94.718
SLC39A1	59.678
SLC39A10	447.001
SLC39A11	99
SLC39A12	0
SLC39A12-AS1	0
SLC39A13	6
SLC39A13-AS1	0
SLC39A14	1434
SLC39A1P1	0
SLC39A2	0
SLC39A3	14.999
SLC39A4	1339.128
SLC39A5	18
SLC39A6	118
SLC39A7	129.022
SLC39A8	2.002
SLC39A9	1318
SLC3A1	857.03
SLC3A2	341
SLC40A1	18244
SLC41A1	61
SLC41A2	395.027
SLC41A3	108
SLC43A1	6
SLC43A2	32.178
SLC43A3	0
SLC44A1	1938.939
SLC44A2	682.984
SLC44A3	588.999
SLC44A3-AS1	156.276
SLC44A3P1	0
SLC44A4	2909.508
SLC44A5	89
SLC45A1	1
SLC45A2	0
SLC45A3	114
SLC45A4	147
SLC45A4-AS1	0
SLC45A4-AS2	0
SLC46A1	290.001
SLC46A2	0
SLC46A2-AS1	1
SLC46A3	104
SLC47A1	1
SLC47A1P1	0
SLC47A1P2	0
SLC47A2	1
SLC48A1	51.028
SLC49A3	0
SLC49A4	115
SLC4A1	0
SLC4A10	0
SLC4A11	32
SLC4A1AP	149
SLC4A1APP1	0
SLC4A1APP2	0
SLC4A2	48
SLC4A3	2
SLC4A4	3
SLC4A5	2
SLC4A7	730.871
SLC4A8	41.97
SLC4A8-AS1	0
SLC4A9	1
SLC50A1	858.906
SLC51A	1455.001
SLC51B	181
SLC52A1	0
SLC52A2	62
SLC52A3	295
SLC5A1	539
SLC5A10	0
SLC5A11	2
SLC5A12	0
SLC5A2	0
SLC5A3	1653.338
SLC5A4	1
SLC5A4-AS1	0
SLC5A4P1	0
SLC5A5	16.057
SLC5A6	30
SLC5A7	0
SLC5A8	0
SLC5A9	149.001
SLC66A1	96.037
SLC66A2	54
SLC66A2P1	0
SLC66A3	43
SLC67A1	1554
SLC67A1-AS	131
SLC6A1	6.423
SLC6A1-AS1	0
SLC6A10P	0
SLC6A11	0
SLC6A12	21
SLC6A12-AS1	0
SLC6A13	0
SLC6A14	2.044
SLC6A14P1	0
SLC6A14P2	0
SLC6A14P3	0
SLC6A15	0
SLC6A16	0
SLC6A17	0
SLC6A17-AS1	0
SLC6A18	1
SLC6A19	344
SLC6A2	0
SLC6A20	1476.066
SLC6A21P	0
SLC6A3	3
SLC6A4	128.185
SLC6A5	0
SLC6A6	180
SLC6A6P1	0
SLC6A7	3
SLC6A8	2495.264
SLC6A9	346
SLC7A1	375
SLC7A10	0
SLC7A10-AS1	0
SLC7A11	320.28
SLC7A11-AS1	0
SLC7A13	0
SLC7A14	3.658
SLC7A14-AS1	0
SLC7A15P	0
SLC7A2	0
SLC7A2-IT1	0
SLC7A3	0
SLC7A4	1
SLC7A5	408.954
SLC7A5-AS1	0
SLC7A5P1	0
SLC7A5P2	1.046
SLC7A6	82.999
SLC7A6OS	80
SLC7A7	195
SLC7A8	78
SLC7A9	1341
SLC8A1	0
SLC8A1-AS1	0
SLC8A2	0
SLC8A3	0
SLC8B1	49.435
SLC9A1	906.041
SLC9A2	398
SLC9A3	303.435
SLC9A3-AS1	31
SLC9A3-OT1	261.565
SLC9A3P1	0
SLC9A3P2	0
SLC9A3P3	0
SLC9A3R1-AS1	0
SLC9A4	14.829
SLC9A5	1
SLC9A6	217.058
SLC9A7	17.417
SLC9A7P1	0
SLC9A8	82
SLC9A9	0
SLC9A9-AS1	0
SLC9A9-AS2	0
SLC9B1	0
SLC9B1P1	0
SLC9B1P2	0
SLC9B1P3	0
SLC9B1P4	0
SLC9B2	3
SLC9C1	0
SLC9C2	0
SLCO1A2	0
SLCO1B1	0
SLCO1B3	0
SLCO1B3-SLCO1B7	0
SLCO1B7	0
SLCO1C1	0
SLCO2A1	270.94
SLCO2B1	476.007
SLCO3A1	23.002
SLCO4A1	414.001
SLCO4A1-AS1	2
SLCO4A1-AS2	0
SLCO4C1	4
SLCO5A1	0
SLCO5A1-AS1	0
SLCO6A1	0
SLEAR	0
SLF1	33
SLF2	138
SLFN11	0
SLFN12	9
SLFN12L	0
SLFN13	6.333
SLFN14	0
SLFN5	128
SLFNL1	0
SLFNL1-AS1	1.001
SLIRP	281.622
SLIRP-OT1	0
SLIRPP1	0
SLIRPP2	0
SLIT1	1
SLIT1-AS1	0
SLIT2	0
SLIT2-IT1	0
SLIT3	0
SLIT3-AS1	0
SLIT3-AS2	6
SLITRK1	0
SLITRK2	0
SLITRK3	0
SLITRK4	0
SLITRK5	2.092
SLITRK6	0
SLK	786
SLMAP	543.339
SLN	34
SLPI	157
SLTM	262
SLU7	345.67
SLURP1	0
SLURP2	0
SLX1A	179.545
SLX1A-SULT1A3	152.671
SLX1B	89.131
SLX1B-SULT1A4	145.541
SLX4	40.385
SLX4IP	28
SLX9	12
SMAD1	126
SMAD1-AS1	0
SMAD1-AS2	0
SMAD2	869.323
SMAD3	868
SMAD3-AS1	0
SMAD3-DT	37
SMAD4	555.196
SMAD5	385.766
SMAD5-AS1	2
SMAD6	28
SMAD7	186
SMAD9	5.013
SMAD9-IT1	0
SMAGP	413.001
SMAP1	809
SMAP2	338
SMARCA1	66
SMARCA2	240.999
SMARCA2-AS1	0
SMARCA4	438.957
SMARCA5	367
SMARCA5-AS1	0
SMARCAD1	148
SMARCAD1-DT	0
SMARCAL1	105.001
SMARCAL1-AS1	0
SMARCB1	255
SMARCC1	228
SMARCC2	379.942
SMARCD1	220.999
SMARCD2	155.981
SMARCD3	5
SMARCE1	581.305
SMARCE1P1	0
SMARCE1P2	0
SMARCE1P3	0
SMARCE1P4	0
SMARCE1P5	0
SMARCE1P6	0
SMARCE1P7	0
SMASR	0
SMBD1P	0
SMC1A	367.999
SMC1B	0
SMC2	41.001
SMC2-DT	9.007
SMC3	187.995
SMC3P1	35.005
SMC4	193
SMC4P1	0
SMC5	289
SMC6	172
SMCHD1	890.999
SMCO1	0
SMCO2	0
SMCO3	0
SMCO4	99.782
SMCO4P1	0
SMCP	0
SMCR2	0
SMCR5	0
SMCR8	185
SMDT1	217
SMG1	920.361
SMG1-DT	0
SMG1P1	10.998
SMG1P2	41.063
SMG1P3	0
SMG1P4	5.823
SMG1P5	6.719
SMG1P6	0
SMG1P7	1.554
SMG5	208
SMG6	84
SMG6-AS1	0
SMG6-IT1	0
SMG7	724.001
SMG7-AS1	0
SMG8	31
SMG9	104
SMILR	59
SMIM1	0
SMIM10	0
SMIM10L1	47
SMIM10L2A	32
SMIM10L2B	5
SMIM10L2B-AS1	0
SMIM10L3	1.502
SMIM11	3.66
SMIM11P1	0
SMIM11P2	0
SMIM12	91.007
SMIM12P1	0
SMIM13	74
SMIM14	1208.228
SMIM14-DT	1
SMIM15	529
SMIM15-AS1	1
SMIM15P1	0
SMIM15P2	0
SMIM17	0
SMIM18	0
SMIM19	270.001
SMIM2-AS1	54.001
SMIM20	149.001
SMIM21	0
SMIM22	228.999
SMIM23	0
SMIM24	204
SMIM26	393
SMIM27	34
SMIM28	0
SMIM29	26
SMIM29-AS1	7.021
SMIM3	84
SMIM30	192
SMIM31	29
SMIM32	0
SMIM33	0
SMIM34	0
SMIM35	0
SMIM36	0
SMIM38	0
SMIM39	0
SMIM40	0
SMIM41	0
SMIM41-AS1	0
SMIM43	0
SMIM44	0
SMIM45	0
SMIM47	0
SMIM5	65
SMIM7	313.122
SMIM7P1	0
SMIM8	22
SMIM9	0
SMKR1	1
SMLR1	24
SMN1	40.34
SMN1-AS1	0
SMN2	124.659
SMN2-AS1	0
SMNDC1	327.999
SMO	1
SMOC1	9
SMOC2	0
SMOX	31
SMPD1	181.001
SMPD2	48
SMPD3	1256.997
SMPD4	77.381
SMPD4BP	27.619
SMPD4P1	0
SMPD4P2	0
SMPD5	0
SMPDL3A	1415.001
SMPDL3B	48
SMPX	0
SMR3A	0
SMR3B	0
SMS	305
SMSP1	0
SMTN	15
SMTNL1	0
SMTNL2	0
SMU1	258.514
SMU1P1	0
SMUG1	115
SMUG1P1	0
SMURF1	448
SMURF2	182.022
SMURF2P1	2.394
SMYD1	0
SMYD2	51
SMYD3	40.001
SMYD3-AS1	0
SMYD3-IT1	0
SMYD4	64.59
SMYD5	11
SNAI1	1
SNAI1P1	0
SNAI2	2
SNAI3	0
SNAI3-AS1	7
SNAP23	576.053
SNAP23P1	0
SNAP25	0
SNAP25-AS1	0
SNAP29	314.648
SNAP47	57
SNAP47-AS1	0
SNAP91	0
SNAPC1	21.578
SNAPC2	32
SNAPC3	632.332
SNAPC4	4
SNAPC5	42.993
SNAPC5P1	0
SNAPIN	138
SNCA	0
SNCA-AS1	0
SNCAIP	0
SNCAIP-AS1	0
SNCAIP-AS2	0
SNCB	0
SNCG	18
SND1	447.999
SND1-DT	0
SND1-IT1	0
SNED1	4
SNED1-AS1	0
SNF8	73.268
SNF8P1	0
SNHG1	174.159
SNHG10	5
SNHG11	24
SNHG12	39.051
SNHG14	78.001
SNHG15	12
SNHG16	672.998
SNHG17	25
SNHG18	134
SNHG19	1
SNHG20	12.339
SNHG21	16.945
SNHG22	0
SNHG25	3
SNHG26	0
SNHG27	0
SNHG28	2.135
SNHG29	1232
SNHG3	105.925
SNHG30	3.994
SNHG31	0
SNHG32	296.044
SNHG33	3
SNHG4	44.477
SNHG5	408.999
SNHG6	118
SNHG7	82.044
SNHG8	155.013
SNHG9	7
SNIP1	102.961
SNN	14
SNORA1	1.981
SNORA10	0
SNORA108	0
SNORA10B	0
SNORA11	0
SNORA11B	0
SNORA11C	0
SNORA11D	0
SNORA11E	0
SNORA11F	0
SNORA11G	0
SNORA12	0
SNORA13	0
SNORA14A	0
SNORA14B	0
SNORA15	0
SNORA15B-1	0
SNORA15B-2	0
SNORA16A	1
SNORA16B	0
SNORA17A	0
SNORA17B	0
SNORA18	0
SNORA19	0
SNORA1B	0
SNORA20	0
SNORA20B	0
SNORA21	0
SNORA21B	0
SNORA22	0
SNORA22B	0
SNORA22C	0
SNORA23	0
SNORA24	2.987
SNORA24B	0
SNORA25	0
SNORA25B	0
SNORA26	0
SNORA27	0
SNORA28	2
SNORA29	0
SNORA2A	1
SNORA2B	0
SNORA2C	0
SNORA30	0
SNORA30B	0
SNORA31	3
SNORA31B	0
SNORA32	0
SNORA33	1
SNORA35	0
SNORA35B	0
SNORA36A	0
SNORA36B	0
SNORA36C	0
SNORA37	0
SNORA38	0
SNORA38B	0
SNORA3A	0
SNORA3B	0
SNORA3C	0
SNORA4	0
SNORA40	0
SNORA40B	0
SNORA40C	0
SNORA41	1
SNORA41B	0
SNORA44	0
SNORA46	0
SNORA47	0
SNORA48	0
SNORA48B	0
SNORA49	0
SNORA50A	0
SNORA50B	0
SNORA50C	0
SNORA50D	0
SNORA51	0
SNORA52	0
SNORA53	0
SNORA54	0
SNORA55	1
SNORA56	0
SNORA57	0
SNORA58	0
SNORA58B	0
SNORA59A	0
SNORA59B	0
SNORA5A	0
SNORA5B	0
SNORA5C	0
SNORA6	0
SNORA60	0
SNORA61	0.949
SNORA62	0
SNORA63	0
SNORA63B	0
SNORA63C	0
SNORA63D	0
SNORA63E	0
SNORA64	0
SNORA65	2
SNORA66	0
SNORA67	0
SNORA68	0
SNORA68B	0
SNORA69	0
SNORA70	0
SNORA70B	0
SNORA70C	0
SNORA70D	0
SNORA70E	0
SNORA70F	0
SNORA70G	0
SNORA70H	0
SNORA70I	0
SNORA70J	0
SNORA71A	0
SNORA71B	0
SNORA71C	0
SNORA71D	0
SNORA71E	0
SNORA72	0
SNORA73A	4.937
SNORA73B	2
SNORA74A	0
SNORA74B	0
SNORA74C-1	0
SNORA74D	0
SNORA75	0
SNORA75B	0
SNORA77	0
SNORA77B	0
SNORA78	0
SNORA79	0
SNORA79B	0
SNORA7A	0
SNORA7B	0
SNORA8	0
SNORA80A	0
SNORA80B	0
SNORA80C	0
SNORA80D	0
SNORA80E	0
SNORA81	0
SNORA84	0
SNORA9	0
SNORA9B	0
SNORC	3.446
SNORD10	0
SNORD100	0
SNORD101	0
SNORD102	0
SNORD104	1
SNORD105	0
SNORD105B	0
SNORD107	0
SNORD108	0
SNORD109A	0
SNORD109B	0
SNORD11	0
SNORD110	0
SNORD111	0
SNORD111B	0
SNORD112	0
SNORD113-1	0
SNORD113-2	0
SNORD113-3	0
SNORD113-4	0
SNORD113-5	0
SNORD113-6	0
SNORD113-7	0
SNORD113-8	0
SNORD113-9	0
SNORD114-1	0
SNORD114-10	0
SNORD114-11	0
SNORD114-12	0
SNORD114-13	0
SNORD114-14	0
SNORD114-15	0
SNORD114-16	0
SNORD114-17	0
SNORD114-18	0
SNORD114-19	0
SNORD114-2	0
SNORD114-20	0
SNORD114-21	0
SNORD114-22	0
SNORD114-23	0
SNORD114-24	0
SNORD114-25	0
SNORD114-26	0
SNORD114-27	0
SNORD114-28	0
SNORD114-29	0
SNORD114-3	0
SNORD114-30	0
SNORD114-31	0
SNORD114-4	0
SNORD114-5	0
SNORD114-6	0
SNORD114-7	0
SNORD114-9	0
SNORD115-1	0
SNORD115-10	0
SNORD115-11	0
SNORD115-12	0
SNORD115-13	0
SNORD115-14	0
SNORD115-15	0
SNORD115-16	0
SNORD115-17	0
SNORD115-18	0
SNORD115-19	0
SNORD115-2	0
SNORD115-20	0
SNORD115-21	0
SNORD115-22	0
SNORD115-23	0
SNORD115-24	0
SNORD115-25	0
SNORD115-26	0
SNORD115-27	0
SNORD115-28	0
SNORD115-29	0
SNORD115-3	0
SNORD115-30	0
SNORD115-31	0
SNORD115-32	0
SNORD115-33	0
SNORD115-34	0
SNORD115-35	0
SNORD115-36	0
SNORD115-37	0
SNORD115-38	0
SNORD115-39	0
SNORD115-4	0
SNORD115-40	0
SNORD115-41	0
SNORD115-42	0
SNORD115-43	0
SNORD115-44	0
SNORD115-45	0
SNORD115-46	0
SNORD115-47	0
SNORD115-48	0
SNORD115-5	0
SNORD115-6	0
SNORD115-7	0
SNORD115-8	0
SNORD115-9	0
SNORD116-1	0
SNORD116-10	0
SNORD116-11	0
SNORD116-12	0
SNORD116-13	0
SNORD116-14	0
SNORD116-15	0
SNORD116-16	0
SNORD116-17	0
SNORD116-18	0
SNORD116-19	0
SNORD116-2	0
SNORD116-20	0
SNORD116-21	0
SNORD116-22	0
SNORD116-23	0
SNORD116-24	0
SNORD116-25	0
SNORD116-26	0
SNORD116-27	0
SNORD116-28	0
SNORD116-29	0
SNORD116-3	0
SNORD116-30	0
SNORD116-4	0
SNORD116-5	0
SNORD116-6	0
SNORD116-7	0
SNORD116-8	0
SNORD116-9	0
SNORD117	0
SNORD118	0
SNORD11B	0
SNORD12	0
SNORD121A	0
SNORD121B	0
SNORD123	0
SNORD124	0
SNORD125	0
SNORD126	0
SNORD127	0
SNORD12B	0
SNORD12C	0
SNORD13	0
SNORD138	0
SNORD13D	0
SNORD13E	0
SNORD13P1	0
SNORD13P3	0
SNORD14A	4
SNORD14B	0
SNORD14C	0
SNORD14D	0
SNORD14E	0
SNORD15A	0
SNORD15B	2
SNORD16	0
SNORD17	0
SNORD18A	0
SNORD18B	0
SNORD18C	0
SNORD19	1
SNORD19B	0
SNORD19C	0
SNORD1A	0
SNORD1B	0
SNORD1C	0
SNORD2	0
SNORD20	0
SNORD21	0
SNORD22	0.841
SNORD23	0
SNORD24	0
SNORD25	0
SNORD26	0
SNORD27	0
SNORD28	0
SNORD28B	0
SNORD30	0
SNORD31B	0
SNORD32A	0
SNORD32B	0
SNORD33	1
SNORD34	0
SNORD35A	0
SNORD35B	0
SNORD36A	0
SNORD36B	0
SNORD36C	0
SNORD37	0
SNORD38A	0
SNORD38B	0
SNORD38C	0
SNORD38D	0
SNORD3A	0
SNORD3B-1	0
SNORD3B-2	0
SNORD3C	0
SNORD3D	0.75
SNORD3E	0
SNORD3G	0
SNORD3H	0
SNORD3J	0
SNORD3P1	0
SNORD41	0
SNORD42A	0
SNORD42B	0
SNORD43	0
SNORD45A	0
SNORD45B	0
SNORD45C	0
SNORD46	0
SNORD48	0
SNORD49A	0
SNORD49B	0
SNORD4A	0
SNORD4B	0
SNORD5	0
SNORD50B	0
SNORD51	0
SNORD52	0
SNORD53	0
SNORD53B	0
SNORD54	0
SNORD55	0
SNORD56	0
SNORD56B	0
SNORD57	0
SNORD58A	0
SNORD58B	0
SNORD58C	0
SNORD59A	0
SNORD6	0
SNORD60	0
SNORD61	0
SNORD62A	0
SNORD62B	0
SNORD63	1
SNORD63B	0
SNORD64	0
SNORD65	0
SNORD65B	0
SNORD65C	0
SNORD66	0
SNORD67	0
SNORD68	0
SNORD69	0
SNORD7	0
SNORD70	0
SNORD70B	0
SNORD71	0
SNORD72	0
SNORD73A	0
SNORD73B	0
SNORD74B	0
SNORD77B	0
SNORD8	0
SNORD82	0
SNORD83A	0
SNORD83B	0
SNORD84	0
SNORD86	0
SNORD87	0
SNORD88A	0
SNORD88B	0
SNORD88C	0
SNORD89	0
SNORD9	0
SNORD90	0
SNORD91A	0
SNORD91B	0
SNORD92	0
SNORD93	0
SNORD94	0
SNORD95	0
SNORD96A	0
SNORD96B	0
SNORD97	5
SNORD98	0
SNORD99	0
SNPH	1
SNRK	293
SNRK-AS1	1
SNRNP200	544
SNRNP25	5.868
SNRNP27	271
SNRNP35	47.699
SNRNP40	73
SNRNP40P1	0
SNRNP48	238
SNRNP70	267.999
SNRPA	201
SNRPA1	171.574
SNRPA1-DT	0
SNRPA1P1	0
SNRPA1P2	0
SNRPB	149.911
SNRPB2	165.999
SNRPB2P1	0
SNRPBP1	0
SNRPC	161
SNRPCP1	0
SNRPCP10	0
SNRPCP11	0
SNRPCP13	6
SNRPCP14	0
SNRPCP15	0
SNRPCP16	0
SNRPCP17	0
SNRPCP18	0
SNRPCP19	0
SNRPCP2	0
SNRPCP20	0
SNRPCP3	0
SNRPCP4	0
SNRPCP5	2
SNRPCP6	0
SNRPCP8	0
SNRPCP9	0
SNRPD1	138.139
SNRPD2	674.625
SNRPD2P1	0
SNRPD2P2	0
SNRPD3	460.009
SNRPE	150.75
SNRPEP10	0
SNRPEP11	0
SNRPEP2	0
SNRPEP3	0
SNRPEP4	23.25
SNRPEP5	0
SNRPEP6	0
SNRPEP7	0
SNRPEP8	0
SNRPEP9	0
SNRPF	85
SNRPF-DT	0
SNRPFP1	0
SNRPFP2	0
SNRPFP3	0
SNRPFP4	0
SNRPG	128.812
SNRPGP1	0
SNRPGP10	92.993
SNRPGP11	0
SNRPGP12	0
SNRPGP13	0
SNRPGP14	0
SNRPGP15	30.196
SNRPGP16	0
SNRPGP17	0
SNRPGP18	0
SNRPGP19	0
SNRPGP2	0
SNRPGP20	0
SNRPGP3	0
SNRPGP4	0
SNRPGP5	0
SNRPGP6	0
SNRPGP7	0
SNRPGP8	0
SNRPGP9	0
SNRPN	129.019
SNRPNP2	0
SNTA1	28
SNTB1	453.994
SNTB1-AS1	103
SNTB1-AS2	0
SNTB2	217.975
SNTG1	0
SNTG2	0
SNTG2-AS1	0
SNTN	0
SNU13	301
SNUPN	96.163
SNURF	46.982
SNURFL	0
SNW1	378
SNX1	853.001
SNX10	0
SNX10-AS1	0
SNX11	62
SNX12	307
SNX13	757
SNX14	673
SNX15	126.826
SNX16	27
SNX17	157
SNX18	34
SNX18P10	0
SNX18P12	0
SNX18P13	0
SNX18P14	0
SNX18P1Y	0
SNX18P2	0
SNX18P23	0
SNX18P24	0
SNX18P25	0
SNX18P26	0
SNX18P27	0
SNX18P3	0
SNX18P4	0
SNX18P5	0
SNX18P7	0
SNX18P8	0
SNX18P9	0
SNX19	370.276
SNX19P1	0
SNX19P2	6
SNX19P3	2.724
SNX19P4	0
SNX2	284.999
SNX20	0
SNX21	17
SNX22	1
SNX24	178
SNX25	133
SNX25P1	0
SNX27	370.97
SNX29	25.927
SNX29P1	0
SNX29P2	0
SNX2P1	0
SNX2P2	0
SNX3	1457.999
SNX30	493.004
SNX30-DT	0
SNX31	0
SNX32	11
SNX33	126
SNX33P1	0
SNX3P1X	0
SNX3P1Y	0
SNX4	227
SNX5	532.58
SNX5P1	0
SNX5P2	0
SNX6	836.836
SNX6P1	0
SNX7	389
SNX7-DT	5
SNX8	13
SNX9	869
SNX9-AS1	0
SOAT1	2.001
SOAT2	0
SOBP	23
SOCAR	0
SOCS1	1
SOCS2	35
SOCS2-AS1	8.001
SOCS2P1	0
SOCS2P2	0
SOCS3	0
SOCS3-DT	0
SOCS4	188
SOCS5	154
SOCS5P1	0
SOCS5P2	0
SOCS5P3	0
SOCS5P4	3
SOCS5P5	0
SOCS6	600
SOCS6P1	0
SOCS7	62.009
SOD1	982
SOD1-DT	9.46
SOD1P1	0
SOD1P2	0
SOD1P3	0
SOD2	872.102
SOD2-OT1	10
SOD2P1	0
SOD3	23
SOHLH1	0
SOHLH2	0
SON	2394.996
SORBS1	79
SORBS2	32.944
SORBS2-AS1	0
SORBS3	72.001
SORCS1	0
SORCS2	0
SORCS3	0
SORCS3-AS1	0
SORD	117.667
SORD2P	0
SORL1	4314.01
SORL1-AS1	8
SORT1	827
SOS1	620
SOS1-IT1	8
SOS2	696
SOST	0
SOSTDC1	0
SOWAHA	155
SOWAHB	39
SOWAHC	386.001
SOWAHCP2	1
SOWAHCP5	0
SOWAHD	1
SOX1	0
SOX1-OT	0
SOX10	0
SOX11	0
SOX12	8
SOX13	490.143
SOX14	0
SOX15	0
SOX17	0
SOX18	0
SOX2	0
SOX2-OT	3.125
SOX21	0
SOX21-AS1	0
SOX3	0
SOX30	2
SOX4	125
SOX5	0
SOX5-AS1	0
SOX5P1	0
SOX6	12
SOX7	493
SOX7-AS1	0
SOX8	5
SOX9	0
SOX9-AS1	8
SP1	1304.999
SP100	415.492
SP110	62
SP140	0
SP140L	87
SP2	394
SP2-AS1	25.825
SP3	388.27
SP3P	0
SP4	10.464
SP5	1
SP6	141
SP7	0
SP8	0
SP9	0
SPA17	65.94
SPA17P1	0
SPAAR	0
SPACA1	0
SPACA3	0
SPACA4	0
SPACA5	0
SPACA5B	0
SPACA6	8.062
SPACA6-AS1	1
SPACA7	0
SPACA7BP	0
SPACA9	21.923
SPACDR	0
SPAG1	202
SPAG11A	0
SPAG11B	0
SPAG16	33
SPAG16-DT	7.013
SPAG17	0
SPAG4	133.999
SPAG5	18
SPAG5-AS1	6
SPAG6	0
SPAG7	139
SPAG8	1
SPAG9	214.593
SPAM1	1
SPANXA1	0
SPANXA2	0
SPANXA2-OT1	0
SPANXB1	0
SPANXC	0
SPANXD	0
SPANXN1	0
SPANXN2	0
SPANXN3	0
SPANXN4	0
SPANXN5	0
SPARC	0
SPARCL1	0
SPART	13
SPART-AS1	0
SPAST	200.256
SPATA1	1
SPATA12	0
SPATA13	223
SPATA13-AS1	0
SPATA16	0
SPATA17	3
SPATA17-AS1	0
SPATA18	50
SPATA19	0
SPATA2	201
SPATA20	306.999
SPATA20P1	0
SPATA21	0
SPATA22	0
SPATA24	8
SPATA25	0
SPATA2L	11
SPATA2P1	0
SPATA3	0
SPATA3-AS1	0
SPATA31A1	0
SPATA31A3	0
SPATA31A5	0
SPATA31A6	0
SPATA31A7	0
SPATA31B1P	0
SPATA31B2P	0
SPATA31C2	0
SPATA31D1	0
SPATA31D2P	0
SPATA31D3	0
SPATA31D4	0
SPATA31D5P	0
SPATA31E1	0
SPATA31E2P	0
SPATA31E3P	0
SPATA31F1	0
SPATA31F2P	0
SPATA31F3	0
SPATA31G1	0
SPATA31H1	0
SPATA31J1	0
SPATA32	0
SPATA33	17
SPATA4	0
SPATA41	0
SPATA42	0
SPATA45	0
SPATA46	0
SPATA6	36
SPATA6L	30.001
SPATA7	59
SPATA8	0
SPATA8-AS1	0
SPATA9	0
SPATC1	0
SPATC1L	6
SPATS1	0
SPATS2	70.036
SPATS2L	1333.344
SPC24	5
SPC25	29.096
SPCS1	19.257
SPCS2	446.373
SPCS2P1	0
SPCS2P2	0
SPCS2P3	0
SPCS2P4	0
SPCS3	981
SPCS3-AS1	0
SPDEF	2
SPDL1	19
SPDYA	0
SPDYC	0
SPDYE1	0
SPDYE10	0
SPDYE11	0
SPDYE12	0
SPDYE15	0
SPDYE16	1
SPDYE18	0
SPDYE19P	0
SPDYE2	0
SPDYE20P	0
SPDYE21	0
SPDYE22P	0
SPDYE2B	0
SPDYE3	0
SPDYE4	0
SPDYE5	0
SPDYE6	0
SPDYE7P	0
SPDYE8	0
SPDYE9	0
SPECC1	170.185
SPECC1-DT	0
SPECC1L	197.012
SPECC1L-ADORA2A	6.988
SPECC1P1	0
SPECC1P2	0
SPEF1	0
SPEF2	9
SPEG	0
SPEGNB	4
SPEM1	0
SPEM2	0
SPEM3	0
SPEN	411.001
SPEN-AS1	4.999
SPESP1	0
SPG11	616.867
SPG21	761.622
SPG7	237.258
SPHK1	0
SPHK2	46.829
SPHKAP	0
SPI1	0
SPIB	1
SPIC	0
SPICE1	140.205
SPICE1-CFAP44	11.087
SPICP1	0
SPICP2	0
SPICP3	0
SPICP4	0
SPICP5	0
SPIDR	118
SPIN1	740.307
SPIN2A	0
SPIN2B	58.001
SPIN2P1	1
SPIN3	66.428
SPIN4	177
SPIN4-AS1	0
SPINDOC	9
SPINK1	133
SPINK13	0
SPINK14	0
SPINK2	2
SPINK4	14
SPINK5	2
SPINK6	0
SPINK7	0
SPINK8	0
SPINK9	0
SPINT1	2100.001
SPINT1-AS1	70
SPINT2	4027.009
SPINT3	0
SPINT4	0
SPINT5P	0
SPIRE1	339
SPIRE2	212.913
SPMAP1	0
SPMAP2	0
SPMAP2L	0
SPMIP1	6
SPMIP10	0
SPMIP11	0
SPMIP2	0
SPMIP3	0
SPMIP3P1	0
SPMIP4	3
SPMIP5	0
SPMIP6	4
SPMIP7	0
SPMIP8	1
SPMIP9	0
SPN	0
SPNS1	57.001
SPNS2	351
SPNS2-AS1	0
SPNS3	1
SPO11	0
SPOCD1	4
SPOCK1	0
SPOCK2	0
SPOCK3	0
SPON1	75
SPON1-AS1	0
SPON2	53
SPON2-AS1	0
SPOP	126.998
SPOPL	157
SPOPL-DT	0
SPOPLP1	0
SPOPLP2	0
SPOPLP3	0
SPOUT1	18
SPP1	0
SPP2	0
SPPL2A	1135.346
SPPL2B	96
SPPL2C	0
SPPL3	708.019
SPR	95
SPRED1	466.333
SPRED2	863
SPRED3	4.023
SPRING1	360.009
SPRING1P1	0
SPRING1P2	0
SPRING1P3	0
SPRN	0
SPRR1A	0
SPRR1B	0
SPRR2A	0
SPRR2B	0
SPRR2C	0
SPRR2D	0
SPRR2E	0
SPRR2F	0
SPRR2G	0
SPRR3	0
SPRR4	0
SPRR5	0
SPRTN	94.001
SPRY1	90
SPRY2	415
SPRY3	8
SPRY4	95
SPRY4-AS1	1
SPRYD3	49
SPRYD4	44.225
SPRYD7	29.268
SPRYD7P1	0
SPSB1	49
SPSB2	6
SPSB3	32
SPSB4	0
SPTA1	0
SPTAN1	946.924
SPTB	2.728
SPTBN1	2967.884
SPTBN1-AS1	0
SPTBN1-AS2	0
SPTBN2	9
SPTBN4	0
SPTBN5	0
SPTLC1	718
SPTLC1P1	0
SPTLC1P2	0
SPTLC1P3	0
SPTLC1P4	0
SPTLC1P5	0
SPTLC2	1011
SPTLC3	175.001
SPTSSA	821
SPTSSB	1
SPTY2D1	428
SPX	0
SPZ1	0
SQLE	1626
SQLE-DT	0
SQOR	739.773
SQSTM1	446
SQSTM1P1	0
SRA1	77
SRARP	0
SRBD1	67.182
SRC	197
SRCAP	58.897
SRCIN1	1.001
SRD5A1	727.245
SRD5A1P1	0
SRD5A2	0
SRD5A2P1	0
SRD5A3	695
